name,category,asr_model,genai_model,sum_num_words,coverage
oncologie,Dokter Patient,NVIDIA Canary 1B v2,transcript_Gemini_3.5_Flash_High,391,0.31202046035805625
GGZ-exposure-therapie,interviews,NVIDIA Canary 1B v2,transcript_Gemini_3.5_Flash_High,319,0.6520376175548589
hulpverleners,interviews,NVIDIA Canary 1B v2,transcript_Gemini_3.5_Flash_High,373,0.6300268096514745
interview-113,interviews,NVIDIA Canary 1B v2,transcript_Gemini_3.5_Flash_High,382,0.4712041884816754
ouder-worden-2040,interviews,NVIDIA Canary 1B v2,transcript_Gemini_3.5_Flash_High,338,0.5236686390532544
ouderen-zorg,interviews,NVIDIA Canary 1B v2,transcript_Gemini_3.5_Flash_High,419,0.5393794749403341
verzorgings-staat,interviews,NVIDIA Canary 1B v2,transcript_Gemini_3.5_Flash_High,448,0.6071428571428571
angststoornis,Psychologische gespreksvoering,NVIDIA Canary 1B v2,transcript_Gemini_3.5_Flash_High,275,0.32
antidepressiva,Psychologische gespreksvoering,NVIDIA Canary 1B v2,transcript_Gemini_3.5_Flash_High,454,0.31938325991189426
baan,Psychologische gespreksvoering,NVIDIA Canary 1B v2,transcript_Gemini_3.5_Flash_High,493,0.3488843813387424
intake-bedrijf,Psychologische gespreksvoering,NVIDIA Canary 1B v2,transcript_Gemini_3.5_Flash_High,505,0.31485148514851485
misbruik,Psychologische gespreksvoering,NVIDIA Canary 1B v2,transcript_Gemini_3.5_Flash_High,446,0.31614349775784756
studie,Psychologische gespreksvoering,NVIDIA Canary 1B v2,transcript_Gemini_3.5_Flash_High,406,0.32019704433497537
vrijheden,Psychologische gespreksvoering,NVIDIA Canary 1B v2,transcript_Gemini_3.5_Flash_High,416,0.27163461538461536
abdomen,Dokter Patient,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,459,0.3137254901960784
ademhaling,Dokter Patient,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,144,0.4027777777777778
auto-immuunziekten,Dokter Patient,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,402,0.31840796019900497
bewegingsapparaat,Dokter Patient,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,419,0.2840095465393795
diabetes,Dokter Patient,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,438,0.2694063926940639
hartziekten,Dokter Patient,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,406,0.22167487684729065
neurologie,Dokter Patient,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,446,0.2825112107623318
oncologie,Dokter Patient,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,394,0.33756345177664976
GGZ-exposure-therapie,interviews,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,355,0.6394366197183099
hulpverleners,interviews,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,303,0.6732673267326733
interview-113,interviews,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,285,0.5543859649122806
ouder-worden-2040,interviews,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,306,0.5718954248366013
ouderen-zorg,interviews,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,305,0.5704918032786885
seksuele-voorlichting,interviews,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,276,0.6086956521739131
verzorgings-staat,interviews,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,337,0.6350148367952523
angststoornis,Psychologische gespreksvoering,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,429,0.24475524475524477
antidepressiva,Psychologische gespreksvoering,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,475,0.3263157894736842
baan,Psychologische gespreksvoering,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,520,0.3173076923076923
intake-bedrijf,Psychologische gespreksvoering,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,517,0.3733075435203095
misbruik,Psychologische gespreksvoering,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,501,0.3033932135728543
studie,Psychologische gespreksvoering,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,492,0.3170731707317073
vrijheden,Psychologische gespreksvoering,NVIDIA Parakeet TDT 0.6B v3,transcript_Gemini_3.5_Flash_High,479,0.30062630480167013
abdomen,Dokter Patient,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,405,0.29876543209876544
ademhaling,Dokter Patient,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,112,0.38392857142857145
auto-immuunziekten,Dokter Patient,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,230,0.3565217391304348
bewegingsapparaat,Dokter Patient,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,252,0.40476190476190477
diabetes,Dokter Patient,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,289,0.33217993079584773
hartziekten,Dokter Patient,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,241,0.3153526970954357
neurologie,Dokter Patient,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,259,0.35135135135135137
oncologie,Dokter Patient,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,231,0.37662337662337664
GGZ-exposure-therapie,interviews,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,299,0.6655518394648829
hulpverleners,interviews,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,385,0.7038961038961039
interview-113,interviews,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,337,0.47774480712166173
ouder-worden-2040,interviews,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,353,0.6458923512747875
ouderen-zorg,interviews,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,381,0.5905511811023622
seksuele-voorlichting,interviews,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,385,0.6311688311688312
verzorgings-staat,interviews,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,439,0.6173120728929385
angststoornis,Psychologische gespreksvoering,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,229,0.30131004366812225
antidepressiva,Psychologische gespreksvoering,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,317,0.3722397476340694
baan,Psychologische gespreksvoering,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,297,0.36363636363636365
intake-bedrijf,Psychologische gespreksvoering,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,375,0.42133333333333334
misbruik,Psychologische gespreksvoering,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,429,0.3706293706293706
studie,Psychologische gespreksvoering,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,257,0.3852140077821012
vrijheden,Psychologische gespreksvoering,Qwen3 ASR 1.7B,transcript_Gemini_3.5_Flash_High,282,0.3723404255319149
abdomen,Dokter Patient,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,401,0.3541147132169576
ademhaling,Dokter Patient,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,128,0.3515625
auto-immuunziekten,Dokter Patient,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,324,0.35185185185185186
bewegingsapparaat,Dokter Patient,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,346,0.3208092485549133
diabetes,Dokter Patient,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,298,0.25838926174496646
hartziekten,Dokter Patient,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,328,0.29878048780487804
neurologie,Dokter Patient,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,436,0.26146788990825687
oncologie,Dokter Patient,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,340,0.27941176470588236
GGZ-exposure-therapie,interviews,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,273,0.6556776556776557
hulpverleners,interviews,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,295,0.7322033898305085
interview-113,interviews,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,276,0.5434782608695652
ouder-worden-2040,interviews,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,305,0.6295081967213115
ouderen-zorg,interviews,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,288,0.5798611111111112
seksuele-voorlichting,interviews,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,277,0.6570397111913358
verzorgings-staat,interviews,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,303,0.6534653465346535
angststoornis,Psychologische gespreksvoering,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,342,0.2573099415204678
antidepressiva,Psychologische gespreksvoering,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,378,0.3333333333333333
baan,Psychologische gespreksvoering,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,418,0.32057416267942584
intake-bedrijf,Psychologische gespreksvoering,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,399,0.3609022556390977
misbruik,Psychologische gespreksvoering,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,411,0.31143552311435524
studie,Psychologische gespreksvoering,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,365,0.3452054794520548
vrijheden,Psychologische gespreksvoering,Whisper-large-v3-fast,transcript_Gemini_3.5_Flash_High,437,0.2929061784897025
